timestamp,tempExt,tempInt,battVolt
2025-03-03 20:28:19,4.27832031,21.89129638,3.2105143
2025-03-03 20:28:25,4.28663969,21.89270019,3.21314764
2025-03-03 20:28:31,4.37682771,21.89038085,3.21321392
2025-03-03 20:28:37,4.33244657,21.8864746,3.20954489
2025-03-03 20:28:42,4.32680082,21.88244628,3.21022295
2025-03-03 20:28:48,4.36014747,21.8764038,3.21038722
2025-03-03 20:28:54,4.37389755,21.89199829,3.21292257
2025-03-03 20:28:59,4.3560481,21.88934326,3.21023559
2025-03-03 20:29:05,4.35537624,21.89117431,3.21022844
2025-03-03 20:29:11,4.39702892,21.8920288,3.21073532
2025-03-03 20:29:17,4.40388441,21.89880371,3.21054935
2025-03-03 20:29:22,4.40857505,21.92343139,3.21027278
2025-03-03 20:29:28,4.41845417,21.91690063,3.21038699
2025-03-03 20:29:34,4.43112945,21.89212036,3.21134328
2025-03-03 20:29:39,4.3323388,21.92398071,3.21007204
2025-03-03 20:29:45,4.38842725,21.89251708,3.21068
2025-03-03 20:29:51,4.35846805,21.89785766,3.21127724
2025-03-03 20:29:57,4.374825,21.91442871,3.20939373
2025-03-03 20:30:02,4.3930912,21.89263916,3.21037054
2025-03-03 20:30:08,4.42227172,21.89038085,3.21036458
2025-03-03 20:30:14,4.45768833,21.89294433,3.21056389
2025-03-03 20:30:19,4.41145133,21.83255004,3.21044421
2025-03-03 20:30:25,4.42600822,21.82067871,3.21094346
2025-03-03 20:30:31,4.46342754,21.8154602,3.21051788
2025-03-03 20:30:37,4.45752668,21.79864501,3.21051955
2025-03-03 20:30:42,4.48661279,21.77798461,3.21060419
2025-03-03 20:30:48,4.48146533,21.77746582,3.21035575
2025-03-03 20:30:54,4.50958347,21.78414916,3.21035361
2025-03-03 20:31:00,4.46341419,21.78375244,3.21030044
2025-03-03 20:31:05,4.52204322,21.78311157,3.21053457
2025-03-03 20:31:11,4.48692226,21.78082275,3.21040153
2025-03-03 20:31:17,4.47506713,21.77474975,3.21056199
2025-03-03 20:31:22,4.52421998,21.77954101,3.21046066
2025-03-03 20:31:28,4.44590091,21.78707885,3.21055841
2025-03-03 20:31:34,4.47088718,21.79763793,3.21030569
2025-03-03 20:31:40,4.45541667,21.78756713,3.21054935
2025-03-03 20:31:45,4.48022842,21.77957153,3.21052145
2025-03-03 20:31:51,4.497406,21.7647705,3.21040368
2025-03-03 20:31:57,4.48868274,21.75234985,3.2103939
2025-03-03 20:32:02,4.49065876,21.74884033,3.21042943
2025-03-03 20:32:08,4.452003,21.7461853,3.21063971
2025-03-03 20:32:14,4.5136156,21.74890136,3.21036291
2025-03-03 20:32:20,4.49620962,21.74902343,3.21037769
2025-03-03 20:32:25,4.48118305,21.74923706,3.21044039
2025-03-03 20:32:31,4.53966426,21.75067138,3.21025419
2025-03-03 20:32:37,4.49081993,21.76193237,3.21043133
2025-03-03 20:32:42,4.51189517,21.77804565,3.21037936
2025-03-03 20:32:48,4.49248647,21.7612915,3.21048092
2025-03-03 20:32:54,4.49735212,21.7541809,3.21034812
2025-03-03 20:33:00,4.44669342,21.75415039,3.21035194
2025-03-03 20:33:05,4.49928808,21.75067138,3.21060657
2025-03-03 20:33:11,4.4841938,21.74215698,3.21038532
2025-03-03 20:33:17,4.44266128,21.7472229,3.21040749
2025-03-03 20:33:22,4.43653249,21.74996948,3.21021747
2025-03-03 20:33:28,4.45987939,21.75485229,3.21049237
2025-03-03 20:33:34,4.4520564,21.78161621,3.21040892
2025-03-03 20:33:40,4.43024206,21.79684448,3.21030235
2025-03-03 20:33:45,4.45305109,21.78598022,3.21026706
2025-03-03 20:33:51,4.43447589,21.78387451,3.21023225
2025-03-03 20:33:57,4.40396499,21.76315307,3.21023249
2025-03-03 20:34:02,4.4030776,21.75051879,3.2103188
2025-03-03 20:34:08,4.38908576,21.74996948,3.2103188
2025-03-03 20:34:14,4.41431474,21.75595092,3.2101767
2025-03-03 20:34:20,4.44864273,21.77194213,3.21031332
2025-03-03 20:34:25,4.44393825,21.78649902,3.21013998
2025-03-03 20:34:31,4.43469047,21.78598022,3.21011781
2025-03-03 20:34:37,4.42732524,21.78479003,3.21019005
2025-03-03 20:34:42,4.43909931,21.78436279,3.21030759
2025-03-03 20:34:48,4.4270296,21.78903198,3.21034812
